date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2011-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",28620723,13244829,0
2011-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1369253,199151,0
2011-08-01,EU-27,0406,Cheese and curd,1792774,215049,0
2011-08-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,1139265,620371,0
2011-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,64140078,15416451,0
2011-08-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",197730,21908,0
2011-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",379710,46536,0
2011-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,12793876,2232875,0
2011-08-01,New Zealand,0406,Cheese and curd,3084040,717225,0
2011-09-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,981490,744227,0
2011-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,12947652,3564693,0
2011-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",363998,112013,0
2011-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29210937,13069893,0
2011-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1088738,144037,0
2011-09-01,EU-27,0406,Cheese and curd,1390543,146790,0
2011-09-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,4162239,2315340,0
2011-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,34020146,8329803,0
2011-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",18297,5060,0
2011-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",6253531,825029,0
2011-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,13309719,2516600,0
2011-09-01,New Zealand,0406,Cheese and curd,6426050,1424607,0
2011-10-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,729980,558569,0
2011-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,9062625,2499191,0
2011-10-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",170882,78149,0
2011-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",28350523,14442044,0
2011-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1051756,161171,0
2011-10-01,EU-27,0406,Cheese and curd,1570341,178088,0
2011-10-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,2438819,1069608,0
2011-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,47660015,11976807,0
2011-10-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",8527,2351,0
2011-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18117,2005,0
2011-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10741937,2134136,0
2011-10-01,New Zealand,0406,Cheese and curd,5050600,1081859,0
2011-11-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,1807174,1741792,0
2011-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,12316847,3587836,0
2011-11-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",112558,23394,0
2011-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",37059350,17608501,0
2011-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1133972,172511,0
2011-11-01,EU-27,0406,Cheese and curd,1892499,228737,0
2011-11-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,3890688,1815454,0
2011-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,95241515,25663204,0
2011-11-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",176372,52400,0
2011-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1261752,225162,0
2011-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,12176253,2462023,0
2011-11-01,New Zealand,0406,Cheese and curd,5845829,1257949,0
2011-12-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,4066827,4301574,0
2011-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,12837434,3943262,0
2011-12-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",245486,83523,0
2011-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",38928161,19164934,0
2011-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,817353,122839,0
2011-12-01,EU-27,0406,Cheese and curd,2314371,277227,0
2011-12-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,4271417,3041851,0
2011-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,102020717,28128528,0
2011-12-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",19119,5382,0
2011-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",3376013,456110,0
2011-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,13770176,2993118,0
2011-12-01,New Zealand,0406,Cheese and curd,4629971,1033914,0
2012-01-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,2361538,2549014,0
2012-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8745048,2508328,0
2012-01-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",155854,76701,0
2012-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",28347041,13434914,0
2012-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,813147,112379,0
2012-01-01,EU-27,0406,Cheese and curd,1170076,141603,0
2012-01-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,3194881,1400085,0
2012-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,177466308,50232421,0
2012-01-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2908863,940820,0
2012-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2547816,293371,0
2012-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,21940257,5041806,0
2012-01-01,New Zealand,0406,Cheese and curd,6229594,1391460,0
2012-02-01,EU-27,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,2734300,2278177,0
2012-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,11558791,3396522,0
2012-02-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",456877,161160,0
2012-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",37563593,16418577,0
2012-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1654594,258445,0
2012-02-01,EU-27,0406,Cheese and curd,1730111,237787,0
2012-02-01,New Zealand,0401,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,4133081,2176538,0
2012-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,223278480,62086023,0
2012-02-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1195196,379440,0
2012-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2488625,335060,0
2012-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,20118853,5027043,0
2012-02-01,New Zealand,0406,Cheese and curd,5899736,1297898,0
