date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2018-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4773868,2570936,2570936
2018-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",33002489,20707412.365,20707412.365
2018-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7288977,938141,938141
2018-09-01,EU-27,0406,Cheese and curd,8122318,1323317,1323317
2018-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31616033,18791320,18791320
2018-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,57763731,17165128,17165128
2018-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",237243,107704,107704
2018-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",432146,119475,119475
2018-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,18285784,2964591,2964591
2018-09-01,New Zealand,0406,Cheese and curd,6368616,1350679,1350679
2018-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31255516,23872870,23872870
2018-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,30454044,11968152,11968152
2018-10-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4522445,2298969,2298969
2018-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",27784566,16802898.332,16802898.332
2018-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5509464,702442,702442
2018-10-01,EU-27,0406,Cheese and curd,8376455,1424926.171,1424926.171
2018-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44332084,25923210,25923210
2018-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,72607901,23611351,23611351
2018-10-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",540256,231996,231996
2018-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1055416,347713,347713
2018-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,20602398,3548930,3548930
2018-10-01,New Zealand,0406,Cheese and curd,13114741,3003172,3003172
2018-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",38548371,35359210,35359210
2018-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,34922824,14065107,14065107
2018-11-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3260355,1833924,1833924
2018-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40246140,23226432,23226432
2018-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6162965,787014,787014
2018-11-01,EU-27,0406,Cheese and curd,9303996,1635977.177,1635977.177
2018-11-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44552574,25784827,25784827
2018-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,132888110,46712050,46712050
2018-11-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",572244,254250,254250
2018-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1518739,604335,604335
2018-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,26053723,4597980,4597980
2018-11-01,New Zealand,0406,Cheese and curd,21301949,4801382,4801382
2018-12-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31897494,31419751,31419751
2018-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,26614697,10672573,10672573
2018-12-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3684092,2203273.308,2203273.308
2018-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",31197478,17925772,17925772
2018-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5327616,707624,707624
2018-12-01,EU-27,0406,Cheese and curd,8257625,1446561,1446561
2018-12-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",46597789,29258470,29258470
2018-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,125071344,42264612,42264612
2018-12-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",139527,54625,54625
2018-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1281043,251169,251169
2018-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,11083844,2001205,2001205
2018-12-01,New Zealand,0406,Cheese and curd,25928601,5791643,5791643
2019-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",34712911,30413056,30413056
2019-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,26093210,10786467,10786467
2019-01-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4325148,2625251.758,2625251.758
2019-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",33504902,19117180,19117180
2019-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6770698,938155,938155
2019-01-01,EU-27,0406,Cheese and curd,7480141,1276673,1276673
2019-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",41290743,27239020,27239020
2019-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,630539269,223464067,223464067
2019-01-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",606533,213961,213961
2019-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2691712,555846,555846
2019-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,66948692,12880900,12880900
2019-01-01,New Zealand,0406,Cheese and curd,38963587,8921288,8921288
2019-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",21104478,21471738,21471738
2019-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,25562458,10489503,10489503
2019-02-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2801334,1768314.702,1768314.702
2019-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",19445376,11166879,11166879
2019-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3358138,444021,444021
2019-02-01,EU-27,0406,Cheese and curd,5412416,952219.732,952219.732
2019-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",28837082,18523470,18523470
2019-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,168121844,61622850,61622850
2019-02-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",230579,84941,84941
2019-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",712468,201300,201300
2019-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,22703171,4464700,4464700
2019-02-01,New Zealand,0406,Cheese and curd,13727765,3365578,3365578
2019-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35690887,35296365,35296365
2019-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,27846629,10380876,10380876
2019-03-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4565592,2846359,2846359
2019-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",34361315,18625967,18625967
2019-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6740158,878315,878315
2019-03-01,EU-27,0406,Cheese and curd,9836542,1660266,1660266
2019-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",41851323,28377980,28377980
2019-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,134295453,47856046,47856046
2019-03-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",91051,31947,31947
2019-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",523116,97167,97167
2019-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,22580163,4436770,4436770
2019-03-01,New Zealand,0406,Cheese and curd,13040177,3327581,3327581
2019-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",39029920,42213363,42213363
2019-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,28989118,11908760,11908760
2019-04-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4369507,2881093,2881093
2019-04-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",26175865,14106013,14106013
2019-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6171331,852757,852757
2019-04-01,EU-27,0406,Cheese and curd,6868376,1168179,1168179
2019-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37055752,24669540,24669540
2019-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,172679790,60220045,60220045
2019-04-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",535250,204239,204239
2019-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1148308,301426,301426
2019-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32437427,6710980,6710980
2019-04-01,New Zealand,0406,Cheese and curd,23367262,5768766,5768766
2019-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43813098,42967058,42967058
2019-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,33266335,11447658,11447658
2019-05-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",5043597,3323329.318,3323329.318
2019-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32042608,13829517,13829517
2019-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6823104,989855,989855
2019-05-01,EU-27,0406,Cheese and curd,9191519,1569285,1569285
2019-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45143390,25759497,25759497
2019-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,130680758,42766730,42766730
2019-05-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",358947,113686,113686
2019-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",381586,133560,133560
2019-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,30745798,6186159,6186159
2019-05-01,New Zealand,0406,Cheese and curd,25402171,6369851,6369851
2019-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37897625,37124578,37124578
2019-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40249859,14147120,14147120
2019-06-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3814951,2523180.716,2523180.716
2019-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29169866,15419664.347,15419664.347
2019-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5698273,833139,833139
2019-06-01,EU-27,0406,Cheese and curd,7905230,1433446,1433446
2019-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32627080,17824150,17824150
2019-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,132687279,42459428,42459428
2019-06-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",132722,32253,32253
2019-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",612572,233692,233692
2019-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,31274604,5695780,5695780
2019-06-01,New Zealand,0406,Cheese and curd,30912472,7214080,7214080
2019-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45991584,47343943,47343943
2019-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,46503308,17554705,17554705
2019-07-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",5420508,3192716,3192716
2019-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",36726930,16464863,16464863
2019-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7064427,1012455,1012455
2019-07-01,EU-27,0406,Cheese and curd,10316803,1905970,1905970
2019-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",33208051,19811420,19811420
2019-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,139981015,44342402,44342402
2019-07-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",186527,51886,51886
2019-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1084306,239303,239303
2019-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,26548575,4612640,4612640
2019-07-01,New Zealand,0406,Cheese and curd,15531499,3825362,3825362
2019-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44094156,40321215,40321215
2019-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,44740304,15705385,15705385
2019-08-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4950876,2847481,2847481
2019-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40007056,20309995.986,20309995.986
2019-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8086927,1151710,1151710
2019-08-01,EU-27,0406,Cheese and curd,11225118,2029579,2029579
2019-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31563609,20290008,20290008
2019-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,135167502,41185743,41185743
2019-08-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",306168,83248,83248
2019-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1407589,298866,298866
2019-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38905371,6320570,6320570
2019-08-01,New Zealand,0406,Cheese and curd,43087936,9259554,9259554
2019-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43535266,43121047,43121047
2019-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40871649,14936883,14936883
2019-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3911879,2473227.575,2473227.575
2019-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",38212705,20314502,20314502
2019-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5869524,958952,958952
2019-09-01,EU-27,0406,Cheese and curd,7635026,1390979,1390979
2019-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",50451992,29349170,29349170
2019-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,83414191,24893848,24893848
2019-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",146730,36338,36338
2019-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",177020,76674,76674
2019-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10768568,1872569,1872569
2019-09-01,New Zealand,0406,Cheese and curd,8960174,2092258,2092258
2019-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44566237,45179525,45179525
2019-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32492974,11480945,11480945
2019-10-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4351470,2758804.848,2758804.848
2019-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",28067863,14980129.431,14980129.431
2019-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6017620,992478,992478
2019-10-01,EU-27,0406,Cheese and curd,9804785,1854772,1854772
2019-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35740833,21356640,21356640
2019-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,101866765,31120602,31120602
2019-10-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",232912,85035,85035
2019-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",451094,213181,213181
2019-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,16444825,3003010,3003010
2019-10-01,New Zealand,0406,Cheese and curd,19807181,4462210,4462210
2019-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45541443,42803443,42803443
2019-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,30855139,10977278,10977278
2019-11-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2776218,1831648,1831648
2019-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32154577,18278817,18278817
2019-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8443213,1400984,1400984
2019-11-01,EU-27,0406,Cheese and curd,10507314,1954470,1954470
2019-11-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44690689,24452041,24452041
2019-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,216720987,68378560,68378560
2019-11-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1044910,410910,410910
2019-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",340052,50284,50284
2019-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,49561995,10199410,10199410
2019-11-01,New Zealand,0406,Cheese and curd,30771706,7212043,7212043
2019-12-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42933459,40636351,40636351
2019-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32406715,12092822.178,12092822.178
2019-12-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2399127,1721385,1721385
2019-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",31395926,16272918,16272918
2019-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6615348,1155194,1155194
2019-12-01,EU-27,0406,Cheese and curd,11252452,2092382,2092382
2019-12-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",36722795,26264350,26264350
2019-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,217680247,66678798,66678798
2019-12-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",725765,289094,289094
2019-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",923119,212312,212312
2019-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,23341180,4563070,4563070
2019-12-01,New Zealand,0406,Cheese and curd,20722986,5012080,5012080
2020-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32859879,32502157,32502157
2020-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,19109285,6765059,6765059
2020-01-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2304871,1557124,1557124
2020-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",27076259,14730961,14730961
2020-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4785548,807233,807233
2020-01-01,EU-27,0406,Cheese and curd,5306968,886712,886712
2020-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",51515006,27003429,27003429
2020-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,518780437,163411877,163411877
2020-01-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",430252,168042,168042
2020-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",880614,236147,236147
2020-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,103696719,22345450,22345450
2020-01-01,New Zealand,0406,Cheese and curd,55356470,12814433,12814433
2020-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26316845,28478413,28478413
2020-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,20127609,7395505,7395505
2020-02-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2998812,2102404,2102404
2020-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",33543885,19232227,19232227
2020-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4017307,633232,633232
2020-02-01,EU-27,0406,Cheese and curd,5951719,1014231,1014231
2020-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",50643275,24922324,24922324
2020-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,301238797,92000160,92000160
2020-02-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",858755,318389,318389
2020-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",849233,247370,247370
2020-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38375650,8032950,8032950
2020-02-01,New Zealand,0406,Cheese and curd,19312743,4400409,4400409
2020-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",47642078,49562503,49562503
2020-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,31808910,9516854,9516854
2020-03-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4237178,2704917,2704917
2020-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29786422,17550394,17550394
2020-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4572468,782625,782625
2020-03-01,EU-27,0406,Cheese and curd,12496789,2574971,2574971
2020-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",25983780,16648258,16648258
2020-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,179203225,54075516,54075516
